Locality_Name,Post_Code,Lat,Lng
NAGAMBIE,3608,-36.78568,145.153795
WAHRING,3608,-36.700006,145.206019
WIRRATE,3608,-36.767851,144.988693
DHURRINGILE,3610,-36.542846,145.277533
MOORILIM,3610,-36.625025,145.303783
MURCHISON,3610,-36.61912,145.217631
MURCHISON EAST,3610,-36.615276,145.240441
MURCHISON NORTH,3610,-36.560339,145.275539
MOORA,3612,-36.591412,144.948216
RUSHWORTH,3612,-36.585838,145.01552
WANALTA,3612,-36.596292,144.912319
WARANGA,3612,-36.535601,145.065066
WHROO,3612,-36.644141,145.022235
TOOLAMBA,3614,-36.484229,145.259357
TOOLAMBA WEST,3614,-36.484229,145.259357
COOMA,3616,-36.421146,145.068244
GILLIESTON,3616,-36.328333,145.222773
GIRGARRE EAST,3616,-36.443573,145.068304
HARSTON,3616,-36.454728,145.131787
MOOROOPNA NORTH WEST,3616,-36.350412,145.250067
TATURA,3616,-36.440085,145.227847
TATURA EAST,3616,-36.440102,145.295242
BYRNESIDE,3617,-36.416975,145.149914
MERRIGUM,3618,-36.372412,145.170237
KYABRAM,3619,-37.659566,144.936295
KYABRAM,3620,-36.308063,145.049552
KYABRAM SOUTH,3620,-36.387099,145.068133
LANCASTER,3620,-36.314977,145.132099
MOUNT SCOBIE,3620,-36.355289,144.995996
ST GERMAINS,3620,-36.240545,145.158176
WYUNA,3620,-36.199265,145.097262
WYUNA EAST,3620,-36.225349,145.103623
KOYUGA SOUTH,3621,-36.269418,144.850248
KY VALLEY,3621,-36.283644,145.005483
KY WEST,3621,-36.311817,144.981282
TONGALA,3621,-36.249386,144.948203
YAMBUNA,3621,-36.136283,144.990759
CORNELIA CREEK,3622,-36.161595,144.765651
KOYUGA,3622,-36.209813,144.909518
STRATHALLAN,3622,-36.25622,144.71465
CARAG CARAG,3623,-36.462334,144.904277
STANHOPE,3623,-36.447149,144.986652
STANHOPE SOUTH,3623,-36.491709,145.041038
GIRGARRE,3624,-36.443573,145.068304
ARDMONA,3629,-36.378536,145.295366
COOMBOONA,3629,-36.284356,145.295406
MOOROOPNA,3629,-36.394652,145.357817
MOOROOPNA NORTH,3629,-36.325338,145.301109
UNDERA,3629,-36.278158,145.222772
BRANDITT,3630,-36.360193,145.401927
CANIAMBO,3630,-36.492115,145.649789
COLLIVER,3630,-36.401942,145.401265
DUNKIRK,3630,-36.369576,145.409068
SHEPPARTON,3630,-36.381171,145.39929
SHEPPARTON SOUTH,3630,-36.402124,145.401233
ARCADIA,3631,-36.541604,145.362556
ARCADIA SOUTH,3631,-36.5996,145.3267
COSGROVE,3631,-36.355992,145.606784
COSGROVE SOUTH,3631,-36.417509,145.631415
GRAHAMVALE,3631,-36.347611,145.431786
KARRAMOMUS,3631,-36.527144,145.455292
KIALLA,3631,-36.441919,145.431805
KIALLA EAST,3631,-36.464199,145.49652
KIALLA WEST,3631,-36.493475,145.388775
LEMNOS,3631,-36.351412,145.462046
ORRVALE,3631,-36.41396,145.431825
PINE LODGE,3631,-36.456979,145.461908
SHEPPARTON EAST,3631,-36.401815,145.479949
SHEPPARTON NORTH,3631,-36.336826,145.40224
SHEPPARTON,3632,-36.544462,145.603242
CONGUPNA,3633,-36.299252,145.481126
BUNBARTHA,3634,-36.220101,145.344007
KATANDRA,3634,-36.246185,145.582937
KATANDRA WEST,3634,-36.232428,145.55947
MARIONVALE,3634,-36.25865,145.531711
MARUNGI,3634,-36.199134,145.533982
TALLYGAROOPNA,3634,-36.238901,145.436117
ZEERUST,3634,-36.276365,145.368701
KAARIMBA,3635,-36.16323,145.301771
MUNDOONA,3635,-36.157113,145.33179
WUNGHNU,3635,-36.155131,145.431715
DRUMANURE,3636,-36.135713,145.504192
INVERGORDON,3636,-36.180455,145.63162
NARING,3636,-36.059345,145.581672
NUMURKAH,3636,-36.092337,145.431743
WAAIA,3637,-36.05372,145.33176
YALCA,3637,-35.914425,145.290867
KOTUPNA,3638,-36.145467,145.165703
NATHALIA,3638,-36.060978,145.204023
YIELIMA,3638,-35.928348,145.231915
BARMAH,3639,-36.023458,144.973324
LOWER MOIRA,3639,-36.076784,144.991432
PICOLA,3639,-35.999051,145.117615
PICOLA WEST,3639,-35.963805,145.048359
KATUNGA,3640,-35.973776,145.460399
BEARII,3641,-35.918029,145.33172
MYWEE,3641,-35.871268,145.495204
STRATHMERTON,3641,-35.925386,145.47847
ULUPNA,3641,-35.833494,145.451827
COBRAM,3643,-35.955363,145.631874
COBRAM,3644,-35.916758,145.650715
COBRAM EAST,3644,-35.96547,145.708317
KOONOOMOO,3644,-35.860574,145.560223
MUCKATAH,3644,-36.026111,145.65516
YARROWEYAH,3644,-35.925467,145.577568
DOOKIE,3646,-36.327503,145.686223
MOUNT MAJOR,3646,-36.349401,145.703574
NALINGA,3646,-36.415956,145.710627
WAGGARANDALL,3646,-36.237009,145.79025
YABBA NORTH,3646,-36.208224,145.709655
YABBA SOUTH,3646,-36.280716,145.681571
YOUANMITE,3646,-36.156772,145.671252
DOOKIE COLLEGE,3647,-36.395102,145.703035
KATAMATITE,3649,-36.078387,145.688645
KATAMATITE EAST,3649,-36.026336,145.760116
BROADFORD,3658,-37.203001,145.050171
CLONBINANE,3658,-37.330335,145.089146
FLOWERDALE,3658,-37.344477,145.289109
HAZELDENE,3658,-37.342699,145.288895
REEDY CREEK,3658,-37.258908,145.126685
STRATH CREEK,3658,-37.236985,145.221193
SUNDAY CREEK,3658,-37.255734,145.0432
TYAAK,3658,-37.225402,145.135498
WATERFORD PARK,3658,-37.301237,145.066581
SUGARLOAF CREEK,3659,-37.128108,145.024365
TALLAROOK,3659,-37.093612,145.10303
CAVEAT,3660,-37.091133,145.495713
DROPMORE,3660,-37.018778,145.450602
DYSART,3660,-37.020272,145.111951
HIGHLANDS,3660,-37.072357,145.389341
KERRISDALE,3660,-37.143394,145.255997
KOBYBOYN,3660,-37.063101,145.377609
NORTHWOOD,3660,-36.944075,145.102963
SEYMOUR,3660,-37.025311,145.134148
SEYMOUR SOUTH,3660,-37.029592,145.155312
TRAWOOL,3660,-37.130706,145.240647
WHITEHEADS CREEK,3660,-37.02589,145.266554
SEYMOUR,3661,-38.195993,146.535346
MANGALORE,3663,-36.941616,145.161897
AVENEL,3664,-36.892793,145.23059
LOCKSLEY,3665,-36.81576,145.35517
LONGWOOD,3665,-36.802505,145.422992
PRANJIP,3665,-36.737023,145.374992
BALMATTUM,3666,-36.705961,145.640263
CREIGHTON,3666,-36.217201,145.600639
CREIGHTONS CREEK,3666,-36.89037,145.527792
EUROA,3666,-36.755892,145.571341
GOORAM,3666,-36.901225,145.584186
KELVIN VIEW,3666,-36.819963,145.659889
KITHBROOK,3666,-36.816064,145.731831
MIEPOLL,3666,-36.642365,145.479927
MOGLONEMBY,3666,-36.613772,145.531703
MOLKA,3666,-36.686993,145.431866
RIGGS CREEK,3666,-36.66304,145.607032
RUFFY,3666,-36.975102,145.501286
SHEANS CREEK,3666,-36.773071,145.652156
STRATHBOGIE,3666,-36.855417,145.735508
TARCOMBE,3666,-36.976981,145.369449
BOHO,3669,-36.696659,145.771354
BOHO SOUTH,3669,-36.774523,145.786315
CREEK JUNCTION,3669,-36.811284,145.81984
EARLSTON,3669,-36.543553,145.695024
GOWANGARDIE,3669,-36.475733,145.717853
KOONDA,3669,-36.517272,145.732214
MARRAWEENEY,3669,-36.747903,145.745417
TAMLEUGH,3669,-36.604087,145.62791
TAMLEUGH NORTH,3669,-36.49907,145.555697
VIOLET TOWN,3669,-36.638934,145.722978
BADDAGINNIE,3670,-36.592633,145.861036
TARNOOK,3670,-36.520934,145.859259
WARRENBAYNE,3670,-36.688365,145.890379
BENALLA,3671,-36.385144,145.420691
BENALLA,3672,-36.546895,145.98565
BENALLA WEST,3672,-36.560198,145.969678
BROKEN CREEK,3673,-36.434779,145.890351
GOOMALIBEE,3673,-36.465348,145.859474
LIMA,3673,-36.72564,145.957764
LIMA EAST,3673,-36.77625,145.989094
LIMA SOUTH,3673,-36.837181,146.007067
LURG,3673,-36.58525,146.131035
MOLYULLAH,3673,-36.661539,146.154132
MOORNGAG,3673,-36.751369,146.051927
SAMARIA,3673,-36.790815,146.083645
SWANPOOL,3673,-36.778041,145.990867
TATONG,3673,-36.73353,146.103627
UPOTIPOTPON,3673,-36.503385,145.777325
UPPER LURG,3673,-36.587278,146.181538
UPPER RYANS CREEK,3673,-36.712591,146.216647
WINTON,3673,-36.52894,146.090075
WINTON NORTH,3673,-36.473862,146.135478
BOWEYA,3675,-36.269789,146.131319
BOWEYA NORTH,3675,-36.199518,146.080865
GLENROWAN,3675,-36.463898,146.222613
GLENROWAN WEST,3675,-36.473376,146.17646
GRETA,3675,-36.549599,146.275316
GRETA SOUTH,3675,-36.638847,146.237173
GRETA WEST,3675,-36.533299,146.226164
HANSONVILLE,3675,-36.573708,146.325419
MOUNT BRUNO,3675,-36.312208,146.154121
TAMINICK,3675,-36.405291,146.163159
WANGARATTA,3676,-36.341245,146.338612
APPIN PARK,3677,-36.353243,146.297244
WANGARATTA,3677,-36.335434,146.341645
WANGARATTA WEST,3677,-36.353243,146.297244
YARRUNGA,3677,-36.372152,146.317325
BOBINAWARRAH,3678,-36.521737,146.498737
BOORHAMAN,3678,-36.230384,146.304461
BOORHAMAN EAST,3678,-36.176096,146.314773
BOWSER,3678,-36.314617,146.364425
BYAWATHA,3678,-36.287608,146.448151
CARBOOR,3678,-36.596229,146.522339
CHESHUNT,3678,-36.798752,146.427829
CHESHUNT SOUTH,3678,-36.917674,146.395871
DOCKER,3678,-36.517798,146.400836
DOCKERS PLAINS,3678,-36.28765,146.338007
EAST WANGARATTA,3678,-36.362926,146.380273
EDI,3678,-36.652345,146.420808
EDI UPPER,3678,-36.701045,146.48724
EVERTON,3678,-36.442921,146.554145
EVERTON UPPER,3678,-36.377042,146.570184
KILLAWARRA,3678,-36.261795,146.248744
KING VALLEY,3678,-36.700879,146.416954
LACEBY,3678,-36.415491,146.296
LONDRIGAN,3678,-36.359305,146.401952
MARKWOOD,3678,-36.479803,146.492022
MEADOW CREEK,3678,-36.626444,146.474669
MILAWA,3678,-36.449674,146.43134
NORTH WANGARATTA,3678,-36.335434,146.341645
OXLEY,3678,-36.443693,146.383011
OXLEY FLATS,3678,-36.397941,146.390633
PEECHELBA,3678,-36.197179,146.236626
PEECHELBA EAST,3678,-36.168929,146.251265
ROSE RIVER,3678,-36.834619,146.578328
TARRAWINGEE,3678,-36.389722,146.455121
WABONGA,3678,-37.095056,146.556206
WALDARA,3678,-36.327604,146.289926
WANGANDARY,3678,-36.307351,146.27616
WANGARATTA SOUTH,3678,-36.373154,146.310507
WHITLANDS,3678,-36.772644,146.359642
BORALMA,3682,-36.243951,146.411677
LILLIPUT,3682,-36.121433,146.471635
NORONG,3682,-36.133125,146.323002
SPRINGHURST,3682,-36.184998,146.469199
CHILTERN,3683,-36.148307,146.610311
CHILTERN VALLEY,3683,-36.142047,146.545719
CORNISHTOWN,3683,-36.102317,146.540316
BOORHAMAN NORTH,3685,-36.098847,146.222359
BRIMIN,3685,-36.050476,146.227708
BROWNS PLAINS,3685,-36.047076,146.632723
CARLYLE,3685,-35.996711,146.484777
GOORAMADDA,3685,-35.998465,146.574779
GREAT SOUTHERN,3685,-36.074581,146.490354
LAKE MOODEMERE,3685,-36.048737,146.380888
RUTHERGLEN,3685,-36.053735,146.459262
WAHGUNYAH,3687,-36.011553,146.40193
BARNAWARTHA,3688,-36.105488,146.673164
INDIGO VALLEY,3688,-36.180108,146.718878
WODONGA,3689,-37.67576,144.989793
WEST WODONGA,3690,-36.099768,146.821149
WODONGA,3690,-36.125544,146.888062
WODONGA PLAZA,3690,-36.122279,146.886847
ALLANS FLAT,3691,-36.276114,146.909823
BARANDUDA,3691,-36.196214,146.96844
BARNAWARTHA NORTH,3691,-36.067175,146.727029
BELLBRIDGE,3691,-36.09841,147.059863
BERRINGAMA,3691,-36.213728,147.67641
BETHANGA,3691,-36.123343,147.096743
BONEGILLA,3691,-36.140321,147.006996
BUNGIL,3691,-36.032591,147.353015
CASTLE CREEK,3691,-36.183374,146.827113
CORAL BANK,3691,-36.605177,147.095723
DEDERANG,3691,-36.482934,147.033061
EBDEN,3691,-36.148319,147.020832
GATEWAY ISLAND,3691,-36.09625,146.896737
GLEN CREEK,3691,-36.437041,146.943648
GUNDOWRING,3691,-36.405706,147.062899
HUME WEIR,3691,-36.102131,147.021876
HUON CREEK,3691,-36.155912,146.82033
KANCOONA,3691,-36.558,146.977219
KERGUNYAH,3691,-36.327114,147.028202
KERGUNYAH SOUTH,3691,-36.436723,147.025753
KIEWA,3691,-36.257773,147.006831
KILLARA,3691,-36.139381,146.952314
LENEVA,3691,-36.214108,146.880042
LUCYVALE,3691,-36.274158,147.627143
MONGANS BRIDGE,3691,-36.589545,147.117858
OSBORNES FLAT,3691,-36.3071,146.902994
RUNNING CREEK,3691,-36.531815,147.050623
STAGHORN FLAT,3691,-36.25221,146.922805
TALGARNO,3691,-36.080394,147.192407
TANGAMBALANGA,3691,-36.252161,147.030914
THOLOGOLONG,3691,-35.98891,147.421073
UPPER GUNDOWRING,3691,-36.488999,147.068363
BANDIANA,3694,-36.141317,146.916596
BANDIANA MILPO,3694,-36.146982,146.90818
CHARLEROI,3695,-36.30384,147.139316
HUON,3695,-36.220609,147.066979
RED BLUFF,3695,-37.962451,145.013918
SANDY CREEK,3695,-36.32541,147.10458
TAWONGA,3697,-36.66901,147.205089
BOGONG,3699,-36.80517,147.224996
FALLS CREEK,3699,-36.862994,147.279405
MOUNT BEAUTY,3699,-36.744505,147.171354
BULLIOH,3700,-36.175761,147.338065
GEORGES CREEK,3700,-36.150939,147.257561
JARVIS CREEK,3700,-36.183484,147.224125
TALLANGATTA,3700,-36.264169,147.234124
TALLANGATTA EAST,3700,-36.213658,147.258712
DARTMOUTH,3701,-36.533461,147.497235
ESKDALE,3701,-36.465156,147.250151
FERNVALE,3701,-36.338783,147.287466
GRANYA,3701,-36.097534,147.318341
MITTA MITTA,3701,-36.536849,147.376953
SHELLEY,3701,-36.177054,147.549447
TALLANGATTA VALLEY,3701,-36.268352,147.304527
KOETONG,3704,-36.104644,147.538225
CUDGEWA,3705,-36.190684,147.771573
BIGGARA,3707,-36.279153,148.025563
COLAC COLAC,3707,-36.249427,147.82878
CORRYONG,3707,-36.196814,147.905135
NARIEL VALLEY,3707,-36.444618,147.828819
THOWGLA VALLEY,3707,-36.27,147.928
TOM GROGGIN,3707,-36.538451,148.13525
TOWONG,3707,-36.194474,148.019337
TOWONG UPPER,3707,-36.199415,148.020548
TINTALDRA,3708,-36.048986,147.930952
BURROWYE,3709,-36.048847,147.561427
GUYS FOREST,3709,-36.059935,147.633767
MOUNT ALFRED,3709,-35.966849,147.632531
PINE MOUNTAIN,3709,-36.01266,147.835835
WALWA,3709,-35.963832,147.737074
BUXTON,3711,-37.420458,145.712999
RUBICON,3712,-37.326297,145.862023
THORNTON,3712,-37.255054,145.799038
EILDON,3713,-37.234547,145.910525
LAKE EILDON,3713,-37.187831,145.981618
ACHERON,3714,-37.252433,145.702015
ALEXANDRA,3714,-37.191307,145.711061
CATHKIN,3714,-37.14108,145.589081
CRYSTAL CREEK,3714,-37.272362,145.629068
FAWCETT,3714,-37.113187,145.700915
KORIELLA,3714,-37.151763,145.650622
TAGGERTY,3714,-37.321513,145.711979
ANCONA,3715,-36.972266,145.790539
MERTON,3715,-36.983356,145.727025
WOODFIELD,3715,-37.016398,145.793869
FLOWERDALE,3717,-37.344477,145.289109
GHIN GHIN,3717,-37.131302,145.378462
GLENBURN,3717,-37.405893,145.453724
HOMEWOOD,3717,-37.202613,145.35652
KILLINGWORTH,3717,-37.17841,145.423769
LIMESTONE,3717,-37.26528,145.484784
MURRINDINDI,3717,-37.318809,145.500153
YEA,3717,-37.212247,145.42388
MOLESWORTH,3718,-37.127985,145.525714
GOBUR,3719,-37.014402,145.617965
KANUMBRA,3719,-37.044608,145.671963
TERIP TERIP,3719,-36.975045,145.573589
YARCK,3719,-37.1095,145.610757
BONNIE DOON,3720,-37.023006,145.86227
BARWITE,3722,-37.009455,146.21744
MANSFIELD,3722,-37.052322,146.087887
MIRIMBAH,3722,-37.110291,146.39794
ARCHERTON,3723,-36.894465,146.256507
BARJARG,3723,-36.9152,145.976846
BOOROLITE,3723,-37.14961,146.190771
BRIDGE CREEK,3723,-36.970671,146.106841
DELATITE,3723,-37.139169,146.169012
GAFFNEYS CREEK,3723,-37.476918,146.19041
GOUGHS BAY,3723,-37.176707,146.063541
HOWES CREEK,3723,-37.140312,146.023759
HOWQUA,3723,-37.244056,146.192484
HOWQUA HILLS,3723,-37.182906,146.318508
HOWQUA INLET,3723,-37.323661,146.228358
JAMIESON,3723,-37.300724,146.13588
KEVINGTON,3723,-37.359361,146.164392
MACS COVE,3723,-37.211644,146.139441
MAINDAMPLE,3723,-37.02887,145.938802
MATLOCK,3723,-37.599907,146.209096
MERRIJIG,3723,-37.102605,146.262449
MOUNT BULLER,3723,-37.146357,146.449411
MOUNTAIN BAY,3723,-37.198272,146.09508
NILLAHCOOTIE,3723,-36.911275,146.01029
PIRIES,3723,-37.150571,146.128223
SAWMILL SETTLEMENT,3723,-37.107538,146.35844
TOLMIE,3723,-36.901023,146.264373
WOODS POINT,3723,-37.430754,146.101369
MANSFIELD,3724,-37.053108,146.076832
BOXWOOD,3725,-36.323886,145.79839
CHESNEY VALE,3725,-36.414021,146.058823
GOORAMBAT,3725,-36.406798,145.920558
MAJOR PLAINS,3725,-36.349441,145.77095
STEWARTON,3725,-36.415919,145.781043
BUNGEET,3726,-36.28166,146.057876
BUNGEET WEST,3726,-36.364228,146.00278
DEVENISH,3726,-36.330105,145.894488
THOONA,3726,-36.340096,146.077226
ALMONDS,3727,-36.232281,146.056216
LAKE ROWAN,3727,-36.269962,146.002999
PELLUEBLA,3727,-36.199057,145.967255
ST JAMES,3727,-36.240806,145.895092
YUNDOOL,3727,-36.266356,145.798468
BOOMAHNOOMOONAH,3728,-36.099254,146.084897
TUNGAMAH,3728,-36.164221,145.877533
WILBY,3728,-36.155984,146.016645
YOUARANG,3728,-36.170922,145.748141
BATHUMI,3730,-36.026715,146.084897
BOOSEY,3730,-36.05528,145.795859
BUNDALONG,3730,-36.044275,146.166545
BUNDALONG SOUTH,3730,-36.096227,146.189596
BURRAMINE,3730,-35.995232,145.895321
BURRAMINE SOUTH,3730,-36.055294,145.83174
ESMOND,3730,-36.062095,146.184323
TELFORD,3730,-36.099114,145.941368
YARRAWONGA,3730,-36.011038,146.004643
YARRAWONGA SOUTH,3730,-36.084514,146.013678
MOYHU,3732,-36.578223,146.378463
MYRRHEE,3732,-36.73295,146.320538
WHITFIELD,3733,-36.749752,146.413426
BOWMANS FOREST,3735,-36.520364,146.577229
WHOROULY,3735,-36.505078,146.588659
WHOROULY EAST,3735,-36.536719,146.634377
WHOROULY SOUTH,3735,-36.592415,146.603849
MYRTLEFORD,3736,-36.455136,146.479489
ABBEYARD,3737,-36.976415,146.782515
BARWIDGEE,3737,-36.511933,146.772708
BUFFALO RIVER,3737,-36.625245,146.686195
DANDONGADALE,3737,-36.786382,146.665855
GAPSTED,3737,-36.521371,146.680455
HAVILAH,3737,-36.619611,146.896759
MERRIANG,3737,-36.55562,146.68284
MERRIANG SOUTH,3737,-36.587181,146.698602
MUDGEGONGA,3737,-36.489682,146.865788
MYRTLEFORD,3737,-36.560863,146.723897
NUG NUG,3737,-36.663597,146.716713
ROSEWHITE,3737,-36.59467,146.86208
SELWYN,3737,-37.1014,147.001465
WONNANGATTA,3737,-37.1217,146.852832
OVENS,3738,-36.606337,146.792102
EUROBIN,3739,-36.703255,146.84579
BUCKLAND,3740,-36.815383,146.852777
MOUNT BUFFALO,3740,-36.711069,146.794642
POREPUNKAH,3740,-36.700039,146.908542
BRIGHT,3741,-36.727237,146.960491
FREEBURGH,3741,-36.772777,147.029714
GERMANTOWN,3741,-36.727982,147.037733
HARRIETVILLE,3741,-36.89203,147.064023
HOTHAM HEIGHTS,3741,-36.985432,147.146799
SMOKO,3741,-36.83571,147.076347
WANDILIGONG,3744,-36.753565,146.982157
ELDORADO,3746,-36.30376,146.584447
BEECHWORTH,3747,-36.360341,146.687966
MURMUNGEE,3747,-36.480594,146.644202
STANLEY,3747,-36.404888,146.755253
WOOLSHED,3747,-36.309145,146.616346
WOORAGEE,3747,-36.290725,146.721409
BRUARONG,3749,-36.414545,146.862235
YACKANDANDAH,3749,-36.31297,146.837903
WOLLERT,3750,-38.380955,144.811911
WOODSTOCK,3751,-37.692001,144.885657
MORANG SOUTH,3752,-37.653074,145.095043
SOUTH MORANG,3752,-37.653074,145.095043
BEVERIDGE,3753,-37.468668,144.996239
DOREEN,3754,-37.617671,145.154899
MERNDA,3754,-37.594769,145.101581
YAN YEAN,3755,-37.572602,145.144089
CHINTIN,3756,-37.402359,144.80284
DARRAWEIT GUIM,3756,-37.394874,144.911512
HIDDEN VALLEY,3756,-37.395549,144.994497
UPPER PLENTY,3756,-37.419179,145.039763
WALLAN,3756,-37.413086,144.979394
WALLAN EAST,3756,-37.419152,145.004297
BRUCES CREEK,3757,-37.450676,145.106435
EDEN PARK,3757,-37.493854,145.056027
HUMEVALE,3757,-37.484971,145.192485
KINGLAKE CENTRAL,3757,-37.499561,145.306244
KINGLAKE WEST,3757,-37.476703,145.235661
PHEASANT CREEK,3757,-37.481507,145.278824
WHITTLESEA,3757,-37.513714,145.115089
HEATHCOTE JUNCTION,3758,-37.383,145.029955
WANDONG,3758,-37.354959,145.026246
PANTON HILL,3759,-37.641394,145.240086
SMITHS GULLY,3760,-37.620131,145.287916
KINGLAKE,3763,-37.481664,145.277344
MOUNT SLIDE,3763,-37.542913,145.38485
FORBES,3764,-37.31432,144.889007
GLENAROUA,3764,-37.091334,144.991296
HIGH CAMP,3764,-37.180324,144.889494
KILMORE,3764,-37.296087,144.952105
KILMORE EAST,3764,-37.290344,144.986752
MORANDING,3764,-37.233934,144.951851
TANTARABOO,3764,-37.233885,144.827702
WILLOWMAVIN,3764,-37.262384,144.908412
MONTROSE,3765,-37.805976,145.339514
KALORAMA,3766,-37.816839,145.367371
MOUNT DANDENONG,3767,-37.835062,145.357831
COLDSTREAM,3770,-37.724701,145.378596
GRUYERE,3770,-37.746276,145.44131
YERING,3770,-37.69492,145.373266
CHRISTMAS HILLS,3775,-37.650855,145.317827
DIXONS CREEK,3775,-37.60148,145.418498
STEELS CREEK,3775,-37.593579,145.373671
TARRAWARRA,3775,-37.654341,145.441944
YARRA GLEN,3775,-37.658494,145.374347
BADGER CREEK,3777,-37.686067,145.541351
CASTELLA,3777,-37.526926,145.42013
CHUM CREEK,3777,-37.601134,145.489368
HEALESVILLE,3777,-37.654137,145.516188
MOUNT TOOLEBEWONG,3777,-37.702056,145.570501
TOOLANGI,3777,-37.555763,145.478234
FERNSHAW,3778,-37.632252,145.699176
NARBETHONG,3778,-37.563734,145.656392
CAMBARVILLE,3779,-37.560312,145.885335
MARYSVILLE,3779,-37.510449,145.74749
COCKATOO,3781,-37.93626,145.49137
MOUNT BURNETT,3781,-37.974799,145.511405
NANGANA,3781,-37.875796,145.528585
AVONSLEIGH,3782,-37.920702,145.467246
CLEMATIS,3782,-37.929232,145.423339
EMERALD,3782,-37.932085,145.44074
MACCLESFIELD,3782,-37.888403,145.487688
GEMBROOK,3783,-37.952497,145.550457
TREMONT,3785,-38.27059,144.491163
FERNY CREEK,3786,-37.881284,145.342274
SASSAFRAS,3787,-37.876027,145.36695
SASSAFRAS GULLY,3787,-37.894848,145.335854
OLINDA,3788,-37.85984,145.363835
SHERBROOKE,3789,-37.883737,145.364031
KALLISTA,3791,-37.900585,145.410171
THE PATCH,3792,-37.887353,145.392574
MONBULK,3793,-37.867678,145.408664
SILVAN,3795,-37.844151,145.413447
MOUNT EVELYN,3796,-37.792515,145.375605
GILDEROY,3797,-37.855038,145.711284
GLADYSDALE,3797,-37.825378,145.656832
POWELLTOWN,3797,-37.863663,145.753605
THREE BRIDGES,3797,-37.840599,145.679651
YARRA JUNCTION,3797,-37.781435,145.613406
BIG PATS CREEK,3799,-37.763917,145.746221
EAST WARBURTON,3799,-37.744469,145.731978
MCMAHONS CREEK,3799,-37.701895,145.830782
MILLGROVE,3799,-37.75513,145.652844
REEFTON,3799,-37.643595,145.870434
WARBURTON,3799,-37.753701,145.689017
WESBURN,3799,-37.774889,145.643922
MONASH UNIVERSITY,3800,-37.910545,145.134935
ENDEAVOUR HILLS,3802,-37.975281,145.254481
HALLAM,3803,-38.004302,145.269261
NARRE WARREN EAST,3804,-37.96602,145.363213
NARRE WARREN NORTH,3804,-37.981131,145.315271
FOUNTAIN GATE,3805,-38.021278,145.299771
NARRE WARREN,3805,-38.026383,145.306933
NARRE WARREN SOUTH,3805,-38.050061,145.298191
BERWICK,3806,-38.030467,145.344621
HARKAWAY,3806,-38.000318,145.341643
BEACONSFIELD,3807,-38.045159,145.36746
GUYS HILL,3807,-38.016778,145.386086
BEACONSFIELD UPPER,3808,-38.004643,145.409755
DEWHURST,3808,-37.990595,145.424722
OFFICER,3809,-38.063056,145.40958
OFFICER SOUTH,3809,-38.111715,145.423528
PAKENHAM,3810,-38.077355,145.493402
PAKENHAM SOUTH,3810,-38.133232,145.507761
PAKENHAM UPPER,3810,-38.011744,145.512439
RYTHDALE,3810,-38.150379,145.459534
MARYKNOLL,3812,-38.035781,145.609548
NAR NAR GOON,3812,-38.08098,145.570294
NAR NAR GOON NORTH,3812,-38.0173,145.557382
TYNONG,3813,-38.085068,145.625456
TYNONG NORTH,3813,-38.058222,145.60884
CORA LYNN,3814,-38.145284,145.60591
GARFIELD,3814,-38.092171,145.677004
GARFIELD NORTH,3814,-38.042767,145.676508
VERVALE,3814,-38.131185,145.669793
BUNYIP,3815,-38.09708,145.715492
BUNYIP NORTH,3815,-38.06115,145.714902
IONA,3815,-38.123346,145.70413
TONIMBUK,3815,-38.005952,145.708661
LABERTOUCHE,3816,-38.049843,145.82875
LONGWARRY,3816,-38.111317,145.771421
LONGWARRY NORTH,3816,-38.081642,145.778367
MODELLA,3816,-38.187327,145.708991
ATHLONE,3818,-38.239904,145.779817
DROUIN,3818,-38.136919,145.858699
DROUIN EAST,3818,-38.138303,145.895257
DROUIN SOUTH,3818,-38.17188,145.824714
DROUIN WEST,3818,-38.090113,145.868741
HALLORA,3818,-38.27078,145.833039
JINDIVICK,3818,-38.026908,145.898815
RIPPLEBROOK,3818,-38.200072,145.772545
BONA VISTA,3820,-38.206715,145.964873
LILLICO,3820,-38.122703,145.983115
WARRAGUL,3820,-38.163058,145.93086
BRANDY CREEK,3821,-38.099914,145.923506
BRAVINGTON,3821,-38.085346,145.922066
BULN BULN,3821,-38.100719,145.949167
BULN BULN EAST,3821,-38.086402,145.992089
CROSSOVER,3821,-38.054288,145.966395
ELLINBANK,3821,-38.245707,145.91314
FERNDALE,3821,-38.308634,145.939157
LARDNER,3821,-38.205796,145.878189
NILMA,3821,-38.170513,145.968378
NILMA NORTH,3821,-38.145033,145.986225
ROKEBY,3821,-38.073272,145.929924
SEAVIEW,3821,-38.278767,145.955178
SHADY CREEK,3821,-38.100838,146.08296
TETOORA ROAD,3821,-38.270325,145.893607
WARRAGUL SOUTH,3821,-38.183474,145.889384
WARRAGUL WEST,3821,-38.164126,145.890104
CLOVERLEA,3822,-38.244952,145.999245
DARNUM,3822,-38.187606,146.005385
GAINSBOROUGH,3822,-38.243576,145.96534
ALLAMBEE,3823,-38.263213,146.034059
YARRAGON,3823,-38.203886,146.068772
YARRAGON SOUTH,3823,-38.208264,146.076751
CHILDERS,3824,-38.298917,146.114577
NARRACAN,3824,-38.260828,146.228396
THORPDALE SOUTH,3824,-38.331875,146.118691
